timestamp,road,avg_speed,std_speed,min_speed,max_speed,avg_confidence,congestion_reports,unique_users
2026-03-29 22:00:00,Av. Chapultepec,61.74268892368813,15.947993877320421,45.58745856542788,77.47503517351626,0.6709889509401964,0,3
2026-03-29 22:00:00,Av. Gigantes,46.96987123471034,7.380986768405227,38.22510785760566,55.157790983731495,0.7052018548580998,0,5
2026-03-29 22:00:00,Av. López Mateos,57.87017559462747,6.839783560038082,47.270542118555646,65.03708499737242,0.8366613781900814,0,5
2026-03-29 22:00:00,Av. México,46.64161970321925,13.940931555733338,30.241006753349133,63.088728108638776,0.7699678731403774,0,4
2026-03-29 22:00:00,Av. Vallarta,49.22416936825904,13.89331834773058,36.39369299537753,61.29158290154483,0.7566398149760027,0,4
2026-03-30 22:00:00,Av. Chapultepec,34.345722750479084,19.459672915979706,6.691182976470678,51.65420884023268,0.8230094116315523,0,4
2026-03-30 22:00:00,Av. Gigantes,48.43222215133074,1.28029815492279,47.52691464404421,49.33752965861727,0.7016319418156112,0,2
2026-03-30 22:00:00,Av. López Mateos,37.12150079133269,17.28273816505288,14.342605576168243,51.50234576172784,0.7555699872631735,0,4
2026-03-30 22:00:00,Av. México,43.40401276510975,17.302306585586248,16.382886631839135,63.19459093839282,0.77457572663289,1,6
2026-03-30 22:00:00,Av. Vallarta,27.231502929492162,5.556215195039144,21.888104363536996,34.71002937420868,0.6211670575241178,2,4
2026-03-31 22:00:00,Av. Chapultepec,47.30439673525166,5.86365183156196,43.15816876263728,51.45062470786604,0.7928888613824132,1,2
2026-03-31 22:00:00,Av. Gigantes,29.24582773966484,4.452367451448562,26.097528522411295,32.394126956918385,0.7086627757049521,0,2
2026-03-31 22:00:00,Av. López Mateos,47.234000771813065,9.434339391209116,33.044957946267274,59.683860102981356,0.7759939662049756,0,6
2026-03-31 22:00:00,Av. México,59.058618510236585,11.965223207488531,45.582983430728454,68.43689260293172,0.6641842438505874,1,3
2026-03-31 22:00:00,Av. Vallarta,44.053765521316826,6.581076178422676,36.66082653338074,49.27302965235626,0.8120204664419767,0,3
2026-04-01 22:00:00,Av. Chapultepec,65.44010793550586,,65.44010793550586,65.44010793550586,0.9903696717917148,1,1
2026-04-01 22:00:00,Av. Gigantes,44.50789692816099,20.83030212754833,29.778649039606996,59.237144816714974,0.6676602700357539,2,2
2026-04-01 22:00:00,Av. López Mateos,46.60845050314288,8.96299161810647,38.57930903735648,56.27853927049048,0.704662786993357,0,3
2026-04-01 22:00:00,Av. México,45.92971046378055,11.709460592800532,39.220296047073596,66.66508187972717,0.687839870800538,2,5
